RHC SCORE, RHC TRAINING TIME, SA SCORE, SA TRAINING TIME, GA SCORE, GA TRAINING TIME, MIMIC SCORE, MIMIC TRAINING TIME
3163.8377238193743,0.096350949,3010.433460076137,0.372932275,3550.461147797142,0.307851515,3635.786086311295,4.70178647
3460.794217090132,0.042434021,3166.939870558316,0.325313998,3404.0340195087206,0.231811988,3642.001235559589,4.33238095
3216.132338827319,0.048051349,3345.703468272108,0.2960067,3478.9685574339082,0.20304121,3663.2713185783823,3.48069057
3012.1821144530973,0.031519663,3197.1025022092376,0.246716771,3537.576750380433,0.169929422,3571.9217722774365,2.695991143
3164.0720234056453,0.031108982,3244.7377153550574,0.273121009,3571.941019847898,0.182614886,3661.3689860205177,2.707494994
3039.829514211158,0.035100273,3418.993990347682,0.259398786,3530.8077981223378,0.195295086,3638.5732194342345,2.847991888
3289.563501161171,0.030705081,3209.8540576060263,0.24200461,3536.718850307379,0.196780463,3630.6243064758182,2.950759499
3287.643689341476,0.030007563,3370.6372541385335,0.250519377,3562.304435676571,0.199098346,3641.901015180989,2.92853215
3043.814578856087,0.034226833,3005.279403072862,0.250119035,3546.3005194511143,0.172295394,3613.0509561169374,2.898111454
3438.852300877497,0.034024061,3052.132179678197,0.257163445,3544.545236800064,0.167572906,3610.3110512425496,2.851420533

FINAL RESULTS
RHC BEST SCORE, RHC AVG SCORE, RHC AVG TIME, RHC WIN PERCENTAGE, SA BEST SCORE, SA AVG SCORE, SA AVG TIME,  SA WIN PERCENTAGE, GA BEST SCORE, GA AVG SCORE, GA AVG TIME, GA WIN PERCENTAGE, MIMIC BEST SCORE, MIMIC AVG SCORE, MIMIC AVG TIME, MIMIC WIN PERCENTAGE
3460.794217090132,3211.6722002042957,0.2773296006,0.0,3418.993990347682,3202.1813901314154,0.04135287750000001,0.0,3571.941019847898,3526.365833532557,0.20262912160000002,0.0,3663.2713185783823,3630.8809947197756,3.2395159651,100.0
WINNER: ,MIMIC
